payment_id,customer_id,amount,payment_method,payment_status,failure_reason,failed_attempts,previous_successful_payments,days_since_last_payment,checkout_abandoned,recovered,recovery_action,recovered_amount
P00698,C1124,1539.11,UPI,failed,network_error,1,6,169,no,yes,reminder,1539.11
P00699,C1033,2564.4,Card,success,none,0,2,42,no,no,none,0.0
P00700,C1161,1393.34,Netbanking,success,none,0,8,180,no,no,none,0.0
P00701,C1189,1570.23,Wallet,failed,network_error,1,5,116,yes,yes,retry,1570.23
P00702,C1179,330.75,UPI,success,none,0,4,4,no,no,none,0.0
P00703,C1171,2943.18,Netbanking,failed,insufficient_funds,5,4,4,yes,no,escalate,0.0
P00704,C1101,1919.59,Card,success,none,0,2,5,no,no,none,0.0
P00705,C1012,3129.12,Card,success,none,0,5,41,no,no,none,0.0
P00706,C1067,168.65,Wallet,failed,bank_decline,4,5,108,no,yes,retry,168.65
P00707,C1065,7088.87,UPI,success,none,0,4,87,no,no,none,0.0
P00708,C1161,1333.16,UPI,success,none,0,2,104,no,no,none,0.0
P00709,C1168,3398.66,Netbanking,success,none,0,4,117,no,no,none,0.0
P00710,C1074,678.63,UPI,success,none,0,4,101,no,no,none,0.0
P00711,C1043,2343.92,Netbanking,success,none,0,1,75,no,no,none,0.0
P00712,C1044,671.78,Netbanking,failed,authentication_failed,1,8,75,no,yes,payment_link,671.78
P00713,C1029,927.2,UPI,failed,bank_decline,2,4,13,no,no,stop,0.0
P00714,C1141,6219.99,Netbanking,failed,network_error,3,10,142,no,yes,retry,6219.99
P00715,C1012,1283.04,UPI,success,none,0,6,25,no,no,none,0.0
P00716,C1095,1742.5,UPI,success,none,0,3,115,no,no,none,0.0
P00717,C1046,2842.82,Card,success,none,0,6,172,no,no,none,0.0
P00718,C1130,2146.86,Netbanking,success,none,0,4,82,no,no,none,0.0
P00719,C1243,1657.08,UPI,failed,bank_decline,1,3,10,yes,no,stop,0.0
P00720,C1242,1946.37,UPI,success,none,0,2,50,no,no,none,0.0
P00721,C1035,8978.26,Card,failed,bank_decline,1,3,172,no,no,stop,0.0
P00722,C1215,1417.69,Card,failed,network_error,2,5,142,yes,yes,reminder,1417.69
P00723,C1081,1721.28,Card,failed,technical_timeout,4,3,15,no,no,escalate,0.0
P00724,C1090,3255.14,UPI,success,none,0,4,16,no,no,none,0.0
P00725,C1008,3391.9,UPI,failed,authentication_failed,1,3,2,no,no,stop,0.0
P00726,C1093,3605.71,UPI,failed,insufficient_funds,1,6,158,no,yes,retry,3605.71
P00727,C1154,2390.0,Card,failed,technical_timeout,4,5,30,yes,yes,payment_link,2390.0
P00728,C1202,628.13,UPI,failed,technical_timeout,2,5,82,yes,yes,retry,628.13
P00729,C1090,5039.56,UPI,success,none,0,4,31,no,no,none,0.0
P00730,C1162,626.56,Wallet,success,none,0,4,77,no,no,none,0.0
P00731,C1115,1857.48,UPI,success,none,0,6,148,no,no,none,0.0
P00732,C1105,840.75,Wallet,success,none,0,4,177,no,no,none,0.0
P00733,C1135,1410.78,Card,failed,technical_timeout,1,6,114,no,no,stop,0.0
P00734,C1196,1894.24,Netbanking,success,none,0,4,35,no,no,none,0.0
P00735,C1058,1883.75,UPI,failed,technical_timeout,4,5,23,no,no,escalate,0.0
P00736,C1245,2031.32,UPI,failed,technical_timeout,1,5,106,no,no,stop,0.0
P00737,C1114,4965.57,Card,failed,insufficient_funds,3,4,97,yes,no,stop,0.0
P00738,C1237,2080.06,Netbanking,failed,bank_decline,5,5,115,no,no,escalate,0.0
P00739,C1075,1232.6,Card,failed,authentication_failed,3,3,100,no,no,stop,0.0
P00740,C1157,3050.51,UPI,failed,bank_decline,1,4,55,yes,no,stop,0.0
P00741,C1120,3612.31,Card,success,none,0,6,8,no,no,none,0.0
P00742,C1164,589.51,Card,failed,technical_timeout,2,6,168,no,no,stop,0.0
P00743,C1217,2317.05,Card,failed,bank_decline,5,1,59,yes,yes,retry,2317.05
P00744,C1021,2504.59,Card,success,none,0,3,128,no,no,none,0.0
P00745,C1249,1184.21,Netbanking,failed,technical_timeout,3,4,32,no,no,stop,0.0
P00746,C1164,4153.81,Card,failed,authentication_failed,4,6,93,no,yes,payment_link,4153.81
P00747,C1138,1322.74,UPI,success,none,0,4,7,no,no,none,0.0
P00748,C1101,1626.49,UPI,failed,bank_decline,2,3,2,no,yes,retry,1626.49
P00749,C1201,1300.1,UPI,failed,bank_decline,3,14,85,no,no,stop,0.0
P00750,C1152,1497.7,UPI,success,none,0,5,134,no,no,none,0.0
P00751,C1192,650.53,UPI,failed,bank_decline,4,4,106,no,no,escalate,0.0
P00752,C1227,502.68,UPI,success,none,0,5,36,no,no,none,0.0
P00753,C1177,4894.56,UPI,success,none,0,5,160,no,no,none,0.0
P00754,C1099,784.29,UPI,failed,technical_timeout,1,7,45,yes,yes,reminder,784.29
P00755,C1240,703.77,Card,success,none,0,7,42,no,no,none,0.0
P00756,C1036,294.41,Netbanking,success,none,0,7,53,no,no,none,0.0
P00757,C1210,916.7,UPI,failed,authentication_failed,4,2,110,no,yes,retry,916.7
P00758,C1241,548.77,Wallet,success,none,0,5,9,no,no,none,0.0
P00759,C1231,5072.11,Card,failed,bank_decline,3,3,87,no,no,stop,0.0
P00760,C1096,3156.95,UPI,success,none,0,7,114,no,no,none,0.0
P00761,C1152,883.5,UPI,failed,authentication_failed,3,2,75,no,yes,payment_link,883.5
P00762,C1151,8017.06,UPI,success,none,0,6,177,no,no,none,0.0
P00763,C1190,3091.23,Card,failed,insufficient_funds,1,4,130,yes,yes,retry,3091.23
P00764,C1224,1160.23,Card,success,none,0,8,11,no,no,none,0.0
P00765,C1037,227.11,UPI,failed,insufficient_funds,4,5,50,no,no,escalate,0.0
P00766,C1012,8251.97,UPI,success,none,0,1,163,no,no,none,0.0
P00767,C1113,522.08,UPI,success,none,0,2,122,no,no,none,0.0
P00768,C1183,430.93,UPI,success,none,0,3,143,no,no,none,0.0
P00769,C1013,3187.29,UPI,success,none,0,6,75,no,no,none,0.0
P00770,C1023,9226.31,UPI,success,none,0,8,31,no,no,none,0.0
P00771,C1217,4180.58,Card,success,none,0,4,92,no,no,none,0.0
P00772,C1099,2259.57,Netbanking,success,none,0,3,156,no,no,none,0.0
P00773,C1105,2312.46,UPI,failed,network_error,4,6,153,yes,yes,retry,2312.46
P00774,C1030,2807.53,Netbanking,success,none,0,6,92,no,no,none,0.0
P00775,C1017,2615.46,UPI,success,none,0,8,153,no,no,none,0.0
P00776,C1113,1827.85,UPI,success,none,0,6,75,no,no,none,0.0
P00777,C1062,1600.63,UPI,success,none,0,6,92,no,no,none,0.0
P00778,C1084,1412.41,Card,failed,insufficient_funds,1,5,129,yes,yes,payment_link,1412.41
P00779,C1112,840.95,Wallet,failed,insufficient_funds,4,4,42,no,no,escalate,0.0
P00780,C1217,1199.3,Card,success,none,0,5,110,no,no,none,0.0
P00781,C1086,415.83,UPI,success,none,0,5,162,no,no,none,0.0
P00782,C1141,1375.05,Card,success,none,0,6,18,no,no,none,0.0
P00783,C1187,705.25,UPI,success,none,0,11,77,no,no,none,0.0
P00784,C1019,646.98,Netbanking,success,none,0,8,133,no,no,none,0.0
P00785,C1177,1694.12,UPI,failed,bank_decline,1,7,20,yes,yes,retry,1694.12
P00786,C1100,4204.88,UPI,success,none,0,7,127,no,no,none,0.0
P00787,C1140,2947.57,Card,success,none,0,4,75,no,no,none,0.0
P00788,C1189,455.83,Card,failed,bank_decline,2,8,62,no,yes,reminder,455.83
P00789,C1233,704.7,UPI,success,none,0,6,32,no,no,none,0.0
P00790,C1147,2997.63,Card,success,none,0,2,178,no,no,none,0.0
P00791,C1076,708.49,UPI,failed,bank_decline,3,4,166,no,no,stop,0.0
P00792,C1009,1250.78,Card,failed,bank_decline,2,0,28,no,no,stop,0.0
P00793,C1199,2236.21,Netbanking,success,none,0,6,74,no,no,none,0.0
P00794,C1028,716.04,Card,failed,technical_timeout,5,0,81,no,yes,retry,716.04
P00795,C1206,1602.04,Card,success,none,0,7,22,no,no,none,0.0
P00796,C1223,544.29,Card,success,none,0,9,171,no,no,none,0.0
P00797,C1128,942.91,UPI,success,none,0,7,164,no,no,none,0.0
P00798,C1052,1881.52,Card,success,none,0,2,96,no,no,none,0.0
P00799,C1083,448.21,UPI,failed,insufficient_funds,5,4,122,no,no,escalate,0.0
P00800,C1250,2059.78,UPI,success,none,0,8,123,no,no,none,0.0
P00801,C1111,1458.66,UPI,failed,technical_timeout,5,5,52,yes,no,escalate,0.0
P00802,C1144,2240.31,UPI,success,none,0,5,164,no,no,none,0.0
P00803,C1117,1750.99,Card,failed,bank_decline,1,6,156,no,no,stop,0.0
P00804,C1069,4117.93,UPI,success,none,0,2,78,no,no,none,0.0
P00805,C1099,1626.07,Card,failed,insufficient_funds,4,4,164,no,no,escalate,0.0
P00806,C1140,1072.71,UPI,failed,technical_timeout,2,7,70,no,no,stop,0.0
P00807,C1025,1622.5,UPI,failed,network_error,2,3,137,no,yes,payment_link,1622.5
P00808,C1180,2224.91,UPI,failed,bank_decline,2,6,21,yes,no,stop,0.0
P00809,C1123,1535.55,UPI,success,none,0,2,64,no,no,none,0.0
P00810,C1213,1526.06,UPI,failed,network_error,2,8,76,no,yes,retry,1526.06
P00811,C1228,874.37,Card,success,none,0,10,61,no,no,none,0.0
P00812,C1053,900.39,UPI,success,none,0,5,95,no,no,none,0.0
P00813,C1151,517.0,Netbanking,success,none,0,4,40,no,no,none,0.0
P00814,C1144,5498.24,UPI,failed,technical_timeout,5,4,4,yes,yes,reminder,5498.24
P00815,C1057,582.37,UPI,failed,technical_timeout,2,8,31,no,yes,payment_link,582.37
P00816,C1039,880.35,Card,success,none,0,9,155,no,no,none,0.0
P00817,C1109,863.67,UPI,failed,insufficient_funds,4,7,153,yes,yes,retry,863.67
P00818,C1181,2896.31,UPI,failed,bank_decline,5,7,69,no,no,escalate,0.0
P00819,C1042,1186.53,UPI,success,none,0,3,70,no,no,none,0.0
P00820,C1186,3773.68,UPI,success,none,0,8,5,no,no,none,0.0
P00821,C1167,893.26,Netbanking,success,none,0,7,115,no,no,none,0.0
P00822,C1142,1824.84,UPI,failed,bank_decline,2,2,91,no,yes,retry,1824.84
P00823,C1223,791.15,Card,success,none,0,5,8,no,no,none,0.0
P00824,C1122,7397.24,Netbanking,failed,technical_timeout,1,7,9,no,yes,reminder,7397.24
P00825,C1133,607.47,UPI,failed,insufficient_funds,3,6,15,no,yes,payment_link,607.47
P00826,C1163,1867.52,Netbanking,success,none,0,1,105,no,no,none,0.0
P00827,C1215,2381.14,UPI,failed,network_error,3,3,7,no,yes,payment_link,2381.14
P00828,C1221,2018.98,Wallet,failed,insufficient_funds,3,4,72,no,no,stop,0.0
P00829,C1235,1288.24,UPI,failed,bank_decline,5,4,115,no,no,escalate,0.0
P00830,C1075,1342.96,Card,success,none,0,3,15,no,no,none,0.0
P00831,C1146,1529.75,UPI,success,none,0,7,165,no,no,none,0.0
P00832,C1239,1325.77,UPI,success,none,0,9,83,no,no,none,0.0
P00833,C1076,3050.04,Card,success,none,0,4,39,no,no,none,0.0
P00834,C1009,7768.97,Card,failed,authentication_failed,2,3,134,no,yes,retry,7768.97
P00835,C1074,974.46,UPI,success,none,0,4,57,no,no,none,0.0
P00836,C1186,529.88,UPI,failed,insufficient_funds,5,4,92,no,no,escalate,0.0
P00837,C1236,1385.46,Card,failed,insufficient_funds,4,6,81,yes,yes,retry,1385.46
P00838,C1145,10247.43,Card,success,none,0,3,147,no,no,none,0.0
P00839,C1230,810.17,Wallet,success,none,0,10,127,no,no,none,0.0
P00840,C1007,5061.09,Card,failed,technical_timeout,1,5,159,no,yes,retry,5061.09
P00841,C1174,5209.69,Wallet,failed,network_error,1,5,75,yes,yes,payment_link,5209.69
P00842,C1141,977.31,Card,failed,authentication_failed,3,3,79,no,no,stop,0.0
P00843,C1168,2268.19,UPI,failed,technical_timeout,3,2,10,no,yes,retry,2268.19
P00844,C1170,5020.56,UPI,success,none,0,7,107,no,no,none,0.0
P00845,C1137,1113.94,Card,success,none,0,5,87,no,no,none,0.0
P00846,C1178,1270.69,Card,success,none,0,4,67,no,no,none,0.0
P00847,C1027,956.94,UPI,success,none,0,6,62,no,no,none,0.0
P00848,C1122,691.55,UPI,failed,technical_timeout,3,5,131,no,no,stop,0.0
P00849,C1194,909.63,Wallet,success,none,0,4,146,no,no,none,0.0
P00850,C1005,591.14,UPI,success,none,0,7,153,no,no,none,0.0
P00851,C1029,1518.63,UPI,success,none,0,4,107,no,no,none,0.0
P00852,C1165,830.91,UPI,success,none,0,2,148,no,no,none,0.0
P00853,C1166,1764.0,UPI,success,none,0,3,93,no,no,none,0.0
P00854,C1083,460.85,UPI,success,none,0,8,86,no,no,none,0.0
P00855,C1136,1897.25,UPI,success,none,0,5,178,no,no,none,0.0
P00856,C1240,2765.97,UPI,failed,network_error,2,6,121,no,yes,payment_link,2765.97
P00857,C1109,331.86,Card,failed,insufficient_funds,4,2,79,no,yes,payment_link,331.86
P00858,C1065,1959.69,UPI,failed,bank_decline,4,3,10,yes,yes,payment_link,1959.69
P00859,C1086,3717.3,Netbanking,failed,bank_decline,4,3,149,no,no,escalate,0.0
P00860,C1244,597.51,Netbanking,success,none,0,7,29,no,no,none,0.0
P00861,C1145,5189.69,UPI,success,none,0,5,96,no,no,none,0.0
P00862,C1071,2026.9,Card,success,none,0,2,10,no,no,none,0.0
P00863,C1217,872.39,UPI,success,none,0,2,13,no,no,none,0.0
P00864,C1045,1419.66,Netbanking,success,none,0,7,47,no,no,none,0.0
P00865,C1132,2250.13,UPI,failed,bank_decline,4,8,151,yes,no,escalate,0.0
P00866,C1036,1567.13,Card,failed,technical_timeout,3,4,50,no,yes,retry,1567.13
P00867,C1070,2217.35,Card,success,none,0,4,132,no,no,none,0.0
P00868,C1159,742.11,UPI,success,none,0,4,116,no,no,none,0.0
P00869,C1019,1680.79,UPI,success,none,0,3,113,no,no,none,0.0
P00870,C1189,512.71,Card,failed,technical_timeout,1,4,85,yes,no,stop,0.0
P00871,C1108,1361.82,Card,failed,technical_timeout,3,6,53,no,yes,payment_link,1361.82
P00872,C1182,751.5,UPI,success,none,0,5,130,no,no,none,0.0
P00873,C1167,852.65,Card,failed,bank_decline,4,5,68,no,no,escalate,0.0
P00874,C1091,3740.86,UPI,failed,authentication_failed,3,3,79,yes,no,stop,0.0
P00875,C1202,3355.92,Card,success,none,0,6,57,no,no,none,0.0
P00876,C1090,2337.54,UPI,failed,insufficient_funds,4,4,97,no,no,escalate,0.0
P00877,C1019,652.47,Netbanking,success,none,0,2,135,no,no,none,0.0
P00878,C1039,1167.59,UPI,failed,technical_timeout,5,5,147,yes,no,escalate,0.0
P00879,C1126,3676.89,UPI,failed,technical_timeout,1,7,172,no,no,stop,0.0
P00880,C1195,1646.3,UPI,failed,insufficient_funds,5,8,63,no,yes,payment_link,1646.3
P00881,C1173,8429.54,UPI,success,none,0,0,65,no,no,none,0.0
P00882,C1141,1988.21,UPI,success,none,0,5,39,no,no,none,0.0
P00883,C1242,1709.64,UPI,success,none,0,4,109,no,no,none,0.0
P00884,C1220,1173.99,Netbanking,failed,bank_decline,2,6,26,yes,yes,retry,1173.99
P00885,C1126,1636.24,UPI,success,none,0,4,172,no,no,none,0.0
P00886,C1058,1320.34,UPI,failed,bank_decline,3,7,12,yes,yes,retry,1320.34
P00887,C1148,2517.65,UPI,success,none,0,2,150,no,no,none,0.0
P00888,C1220,3033.66,UPI,success,none,0,3,77,no,no,none,0.0
P00889,C1200,820.99,UPI,success,none,0,3,142,no,no,none,0.0
P00890,C1061,545.43,UPI,success,none,0,5,86,no,no,none,0.0
P00891,C1127,373.47,UPI,failed,authentication_failed,2,6,30,no,yes,retry,373.47
P00892,C1105,2166.77,UPI,failed,network_error,3,9,172,yes,yes,retry,2166.77
P00893,C1167,647.08,Card,success,none,0,6,166,no,no,none,0.0
P00894,C1001,294.52,Card,success,none,0,7,170,no,no,none,0.0
P00895,C1131,1981.15,UPI,success,none,0,2,52,no,no,none,0.0
P00896,C1205,9602.22,UPI,failed,technical_timeout,5,2,63,no,no,escalate,0.0
P00897,C1092,1473.58,Wallet,failed,bank_decline,4,8,120,yes,no,escalate,0.0
P00898,C1190,2776.28,UPI,failed,insufficient_funds,4,8,105,yes,no,escalate,0.0
P00899,C1249,1573.99,Card,success,none,0,8,162,no,no,none,0.0
P00900,C1191,1374.48,UPI,success,none,0,7,39,no,no,none,0.0
P00901,C1113,2949.25,Card,success,none,0,6,41,no,no,none,0.0
P00902,C1153,1190.7,Card,failed,authentication_failed,3,2,121,no,no,stop,0.0
P00903,C1056,1809.03,Card,success,none,0,7,108,no,no,none,0.0
P00904,C1161,1884.23,Wallet,success,none,0,6,165,no,no,none,0.0
P00905,C1166,896.89,UPI,failed,authentication_failed,4,5,65,yes,yes,reminder,896.89
P00906,C1117,3115.15,UPI,success,none,0,6,118,no,no,none,0.0
P00907,C1134,1298.26,Card,success,none,0,4,79,no,no,none,0.0
P00908,C1058,839.82,Card,success,none,0,4,160,no,no,none,0.0
P00909,C1044,2213.62,UPI,success,none,0,4,8,no,no,none,0.0
P00910,C1173,754.57,UPI,failed,bank_decline,5,5,97,no,no,escalate,0.0
P00911,C1160,1511.92,UPI,failed,bank_decline,4,4,18,yes,yes,retry,1511.92
P00912,C1173,1470.21,UPI,success,none,0,7,173,no,no,none,0.0
P00913,C1061,3342.32,Card,failed,authentication_failed,5,2,96,yes,no,escalate,0.0
P00914,C1047,2113.34,UPI,success,none,0,4,33,no,no,none,0.0
P00915,C1149,1452.77,UPI,success,none,0,1,5,no,no,none,0.0
P00916,C1080,2733.46,UPI,success,none,0,6,127,no,no,none,0.0
P00917,C1118,4199.23,UPI,success,none,0,1,74,no,no,none,0.0
P00918,C1213,2249.26,UPI,failed,insufficient_funds,2,6,126,no,yes,payment_link,2249.26
P00919,C1203,1491.84,Card,failed,bank_decline,5,6,164,no,no,escalate,0.0
P00920,C1229,553.42,Wallet,failed,bank_decline,1,0,151,no,no,stop,0.0
P00921,C1164,665.92,Netbanking,success,none,0,6,168,no,no,none,0.0
P00922,C1227,1177.42,UPI,failed,technical_timeout,1,1,5,yes,yes,retry,1177.42
P00923,C1147,937.17,Netbanking,failed,network_error,1,4,34,no,no,stop,0.0
P00924,C1020,1286.62,Card,success,none,0,6,24,no,no,none,0.0
P00925,C1185,1544.55,Card,success,none,0,7,145,no,no,none,0.0
P00926,C1146,2202.33,UPI,failed,network_error,3,6,95,no,yes,retry,2202.33
P00927,C1047,1404.06,UPI,failed,technical_timeout,3,3,71,yes,no,stop,0.0
P00928,C1233,2132.13,UPI,success,none,0,7,92,no,no,none,0.0
P00929,C1049,1553.64,UPI,failed,insufficient_funds,3,6,125,no,yes,payment_link,1553.64
P00930,C1014,336.43,UPI,failed,bank_decline,5,5,22,no,yes,reminder,336.43
P00931,C1143,731.79,UPI,failed,technical_timeout,3,7,15,no,yes,retry,731.79
P00932,C1159,1328.67,UPI,success,none,0,4,101,no,no,none,0.0
P00933,C1001,597.48,Card,failed,insufficient_funds,2,7,15,no,no,stop,0.0
P00934,C1117,2321.45,UPI,success,none,0,1,153,no,no,none,0.0
P00935,C1054,4666.03,UPI,success,none,0,2,53,no,no,none,0.0
P00936,C1118,3692.55,Wallet,success,none,0,2,149,no,no,none,0.0
P00937,C1003,1261.32,Netbanking,failed,technical_timeout,1,6,102,no,no,stop,0.0
P00938,C1144,4528.04,Card,success,none,0,8,113,no,no,none,0.0
P00939,C1215,1654.91,Wallet,success,none,0,6,32,no,no,none,0.0
P00940,C1185,1149.62,Card,success,none,0,0,21,no,no,none,0.0
P00941,C1203,934.44,Wallet,success,none,0,10,172,no,no,none,0.0
P00942,C1012,1179.86,UPI,success,none,0,2,83,no,no,none,0.0
P00943,C1074,1106.4,UPI,success,none,0,5,14,no,no,none,0.0
P00944,C1224,1682.12,UPI,success,none,0,8,15,no,no,none,0.0
P00945,C1016,1669.75,UPI,success,none,0,5,148,no,no,none,0.0
P00946,C1200,1483.69,UPI,failed,insufficient_funds,5,4,34,yes,yes,retry,1483.69
P00947,C1102,2054.33,Card,failed,bank_decline,1,3,164,no,yes,reminder,2054.33
P00948,C1204,3615.5,Card,failed,bank_decline,3,7,83,yes,no,stop,0.0
P00949,C1152,3017.44,Card,success,none,0,7,9,no,no,none,0.0
P00950,C1156,486.06,UPI,success,none,0,3,158,no,no,none,0.0
P00951,C1117,218.01,Card,success,none,0,3,77,no,no,none,0.0
P00952,C1008,2983.16,Card,success,none,0,2,163,no,no,none,0.0
P00953,C1122,531.04,UPI,success,none,0,2,141,no,no,none,0.0
P00954,C1092,1250.66,Card,success,none,0,7,174,no,no,none,0.0
P00955,C1164,615.49,UPI,failed,insufficient_funds,5,4,9,no,no,escalate,0.0
P00956,C1090,383.18,UPI,success,none,0,1,36,no,no,none,0.0
P00957,C1136,2221.85,Netbanking,failed,bank_decline,4,3,117,no,no,escalate,0.0
P00958,C1186,2615.91,UPI,failed,bank_decline,2,10,3,no,yes,retry,2615.91
P00959,C1060,960.66,UPI,failed,network_error,3,3,19,no,yes,reminder,960.66
P00960,C1178,212.03,Netbanking,failed,insufficient_funds,3,6,156,yes,no,stop,0.0
P00961,C1028,982.71,Card,success,none,0,4,23,no,no,none,0.0
P00962,C1220,1985.95,UPI,success,none,0,5,104,no,no,none,0.0
P00963,C1101,488.24,UPI,failed,technical_timeout,2,3,135,no,no,stop,0.0
P00964,C1041,1698.53,UPI,success,none,0,7,105,no,no,none,0.0
P00965,C1228,1463.4,Card,success,none,0,5,142,no,no,none,0.0
P00966,C1192,2285.79,UPI,failed,network_error,2,2,46,no,yes,reminder,2285.79
P00967,C1155,1619.2,UPI,success,none,0,6,143,no,no,none,0.0
P00968,C1246,713.51,Wallet,failed,network_error,4,3,15,no,no,escalate,0.0
P00969,C1191,3631.6,Card,success,none,0,2,51,no,no,none,0.0
P00970,C1145,1314.36,UPI,success,none,0,7,110,no,no,none,0.0
P00971,C1201,1450.29,UPI,failed,technical_timeout,3,6,8,no,yes,retry,1450.29
P00972,C1161,735.13,Card,failed,authentication_failed,3,3,69,yes,no,stop,0.0
P00973,C1245,1061.61,UPI,success,none,0,5,179,no,no,none,0.0
P00974,C1212,762.34,UPI,success,none,0,7,63,no,no,none,0.0
P00975,C1205,1300.22,Card,failed,insufficient_funds,1,4,68,no,no,stop,0.0
P00976,C1220,5344.28,UPI,success,none,0,4,144,no,no,none,0.0
P00977,C1240,529.05,Card,success,none,0,3,152,no,no,none,0.0
P00978,C1157,441.35,UPI,success,none,0,6,6,no,no,none,0.0
P00979,C1141,4462.11,UPI,success,none,0,4,119,no,no,none,0.0
P00980,C1046,1265.23,UPI,success,none,0,5,57,no,no,none,0.0
P00981,C1035,896.23,UPI,success,none,0,7,31,no,no,none,0.0
P00982,C1134,3229.0,UPI,success,none,0,4,6,no,no,none,0.0
P00983,C1082,939.91,UPI,success,none,0,3,157,no,no,none,0.0
P00984,C1115,5822.63,Netbanking,failed,insufficient_funds,5,1,67,yes,no,escalate,0.0
P00985,C1197,2461.3,Wallet,failed,insufficient_funds,5,5,131,no,no,escalate,0.0
P00986,C1047,1026.66,Card,success,none,0,8,156,no,no,none,0.0
P00987,C1153,7465.0,Netbanking,success,none,0,5,74,no,no,none,0.0
P00988,C1194,939.84,UPI,failed,technical_timeout,1,5,114,yes,yes,retry,939.84
P00989,C1010,2582.65,Wallet,success,none,0,3,97,no,no,none,0.0
P00990,C1056,1852.83,UPI,success,none,0,3,176,no,no,none,0.0
P00991,C1030,3929.65,Wallet,failed,technical_timeout,5,6,80,no,no,escalate,0.0
P00992,C1242,4774.92,Wallet,success,none,0,5,123,no,no,none,0.0
P00993,C1109,1516.26,Card,failed,insufficient_funds,2,7,138,no,yes,payment_link,1516.26
P00994,C1005,841.29,Wallet,failed,bank_decline,5,6,33,yes,yes,reminder,841.29
P00995,C1119,2090.12,Card,success,none,0,8,140,no,no,none,0.0
P00996,C1248,890.44,UPI,success,none,0,8,44,no,no,none,0.0
P00997,C1033,6701.19,UPI,failed,technical_timeout,5,8,13,no,yes,payment_link,6701.19
P00998,C1118,1639.92,Card,success,none,0,9,152,no,no,none,0.0
P00999,C1065,1125.53,UPI,success,none,0,5,172,no,no,none,0.0
P01000,C1146,1700.22,Card,failed,bank_decline,1,3,57,no,no,stop,0.0
